food_Code,large_Name,middle_Name,food_Name,food_Volume
D101012,볶음류,어패류볶음,문어볶음,168.00
D151004,회류,어패류회,문어회,70.00
D031005,면 및 만두류,면류,물냉면,326.00
D051155,국(탕)류,맑은국류,물만두국,168.00
D051249,국(탕)류,맑은국류,물만두달걀국,198.00
D061078,찌개류,어패류찌개,물오징어찌개,136.10
D051037,국(탕)류,맑은국류,뭇국,64.00
D051038,국(탕)류,맑은국류,뭇국(김치),97.00
D051039,국(탕)류,맑은국류,뭇국(새우젓),94.00
D051040,국(탕)류,맑은국류,뭇국(소고기),79.00
D051041,국(탕)류,맑은국류,"뭇국(소고기, 김치)",112.00
D051042,국(탕)류,맑은국류,"뭇국(소고기, 유부)",79.00
D061022,찌개류,어패류찌개,미꾸라지매운탕,190.00
D153005,회류,채소류회,미나리강회,136.00
D132014,무침류,숙채,미나리나물(어묵),44.00
D132015,무침류,숙채,미나리나물(초고추장),92.00
D053133,국(탕)류,곰국 및 탕류,미나리낙지연포탕,79.50
D073020,찜류,채소류찜,미나리들깨찜,169.00
D031104,면 및 만두류,면류,미나리봉골레파스타,134.10
D072026,찜류,육류찜,미나리삼겹살찜,118.10
D133044,무침류,어패류무침,미나리오징어젓갈무침과 쌈,156.00
D093025,전류,채소류전,미나리전,553.00
D031105,면 및 만두류,면류,미나리해물파스타,125.00
D133045,무침류,어패류무침,미나리황태무침,81.00
D292044,원재료,채소류,미나파프리카(빨간색),100.00
D031106,면 및 만두류,면류,미니김치말이국수,191.00
D031107,면 및 만두류,면류,미니양지쌀국수,132.50
D031108,면 및 만두류,면류,미니우동,40.10
D031109,면 및 만두류,면류,미니잔치국수,73.00
D292043,원재료,채소류,미니파프리카(노란색),100.00
D292042,원재료,채소류,미니파프리카(주황색),100.00
D031110,면 및 만두류,면류,미니홍합국수,105.00
D071013,찜류,어패류찜,미더덕찜,132.00
D135042,무침류,생채(샐러드),미삼샐러드,111.00
D201009,음료류,기타 음료류,미숫가루,245.00
D092016,전류,육류전,미역 닭가슴살전,311.00
D051043,국(탕)류,맑은국류,미역국(감자),39.00
D051044,국(탕)류,맑은국류,미역국(경단),32.00
D051045,국(탕)류,맑은국류,미역국(닭고기),39.00
D051046,국(탕)류,맑은국류,미역국(대합),22.00
D051047,국(탕)류,맑은국류,미역국(멸치),27.00
D051048,국(탕)류,맑은국류,미역국(소고기),51.00
D051129,국(탕)류,맑은국류,미역국(소고기),24.80
D051127,국(탕)류,맑은국류,미역국(소고기),44.60
D051049,국(탕)류,맑은국류,"미역국(소고기, 바지락)",49.00
D051050,국(탕)류,맑은국류,미역국(홍합),53.00
D132016,무침류,숙채,미역나물(식초),81.00
D054002,국(탕)류,냉국류,미역냉국(고춧가루),65.00
D052019,국(탕)류,된장국류,미역된장국,86.00
D052066,국(탕)류,된장국류,미역들깨된장국,60.00
D103029,볶음류,채소 및 해조류볶음,미역볶음,94.00
D014127,밥류,비빔밥 및 볶음밥류,미역볶음밥,231.30
D125005,튀김류,해조류튀김,미역부각,30.00
D051250,국(탕)류,맑은국류,미역북어채국,19.30
D293003,원재료,해조류,미역쌈,375.00
D051310,국(탕)류,맑은국류,미역오이양파냉국,38.00
D016005,밥류,김(초)밥,미역유부밥(새우젓),298.00
D103073,볶음류,채소 및 해조류볶음,미역자반,52.00
D052087,국(탕)류,된장국류,미역장국,13.50
D040076,죽류,죽류,미역전복죽,221.00
D132121,무침류,숙채,미역줄기두부무침,141.00
D103030,볶음류,채소 및 해조류볶음,미역줄기볶음,104.00
D125006,튀김류,해조류튀김,미역튀김,12.00
D052110,국(탕)류,된장국류,미역팽이장국,14.50
D040063,죽류,죽류,미음(백미),100.00
D040064,죽류,죽류,미음(현미),100.00
D031111,면 및 만두류,면류,미트볼스파게티,103.00
D031112,면 및 만두류,면류,미트스파게티,245.50
D203031,음료류,차류,민들레차,100.00
D081015,구이류,어패류구이,민어구이,87.00
D061023,찌개류,어패류찌개,민어찌개(고추장),151.00
D121015,튀김류,어패류튀김,민어튀김,93.00
D053042,국(탕)류,곰국 및 탕류,밀국낙지탕,2991.00
D022092,과자 및 빵류,과자류,밀쌀스낵,100.00
D190001,우유 및 유제품류,우유 및 유제품류,밀크쉐이크,94.00
D064028,찌개류,전골류,밀푀유나베,216.00
D021006,과자 및 빵류,빵류,바게트빵,80.00
D211051,과일 및 과일가공품,과일류,바나나,120.00
D211016,과일 및 과일가공품,과일류,바나나,100.00
D212049,과일 및 과일가공품,가공품류,바나나(말린것),100.00
D212050,과일 및 과일가공품,가공품류,바나나칩,100.00
D031083,면 및 만두류,면류,바나나크림파스타,819.00
D022039,과자 및 빵류,과자류,바닐라 웨하스(과자),100.00
D040086,죽류,죽류,바다향이 풍부한 전복죽,210.00
D015085,밥류,덮밥 및 국밥류,바비큐리조또,810.00
D287037,원재료,소스류,바비큐소스,100.00
D051143,국(탕)류,맑은국류,바지락 맑은국,365.00
D051144,국(탕)류,맑은국류,바지락 미역국,645.00
D288017,원재료,어패류 및 수산물가공품,바지락(장조림),100.00
D288018,원재료,어패류 및 수산물가공품,바지락(통조림),100.00
D051051,국(탕)류,맑은국류,바지락국,67.00
D052160,국(탕)류,된장국류,바지락냉이된장국(대보름),55.00
D052125,국(탕)류,된장국류,바지락된장찌개,132.20
D053127,국(탕)류,곰국 및 탕류,바지락두부탕국,56.10
D051251,국(탕)류,맑은국류,바지락맑은국,30.90
D051192,국(탕)류,맑은국류,바지락무국,112.90
D051252,국(탕)류,맑은국류,바지락미역국,27.00
D014064,밥류,비빔밥 및 볶음밥류,바지락비빔밥,163.80
D014040,밥류,비빔밥 및 볶음밥류,바지락비빔밥,338.00
D052126,국(탕)류,된장국류,바지락살냉이국,54.00
D052152,국(탕)류,된장국류,바지락살달래된장국,47.30
D051288,국(탕)류,맑은국류,바지락살미역국,7.10
D051311,국(탕)류,맑은국류,바지락살콩나물국,67.90
D051289,국(탕)류,맑은국류,바지락순두부국,80.50
D051324,국(탕)류,맑은국류,바지락순두부김치국,53.50
D053134,국(탕)류,곰국 및 탕류,바지락순두부백탕,176.00
D061089,찌개류,어패류찌개,바지락순두부찌개,185.00
D052153,국(탕)류,된장국류,바지락시금치된장국,79.20
D052097,국(탕)류,된장국류,바지락쑥국,104.50
D160026,젓갈류,젓갈류,바지락젓,100.00
D053117,국(탕)류,곰국 및 탕류,바지락조개탕,112.90
D111016,조림류,어패류조림,바지락조림,141.00
D061024,찌개류,어패류찌개,바지락찌개(고추장),151.00
D031113,면 및 만두류,면류,바지락칼국수,86.50
D051290,국(탕)류,맑은국류,바지락콩나물국,30.90
D292046,원재료,채소류,바질(데친것),100.00
D292045,원재료,채소류,바질(생것),100.00
D015053,밥류,덮밥 및 국밥류,바질새우리조또,134.30
D292047,원재료,채소류,박고지(말린것),100.00
D053045,국(탕)류,곰국 및 탕류,박속낙지탕,2074.00
D291016,원재료,조미로류,발사믹식초,100.00
D011009,밥류,쌀밥,발아현미밥,100.00
D021070,과자 및 빵류,빵류,발효생햄줄줄이토스트,125.10
D230077,떡류,떡류,밤 설기 ,97.30
D282007,원재료,견과 및 종실류,밤(삶은것),100.00
D282002,원재료,견과 및 종실류,밤(생것),60.00
D311012,조리가공식품류,조리가공식품류,밤(통조림),100.00
D017001,밥류,기타,밤밥,100.00
D012005,밥류,잡곡밥류,밤밥,210.00
D114008,조림류,기타 조림류,밤초,69.00
D124010,튀김류,기타 튀김류,밤튀김,63.00
D121016,튀김류,어패류튀김,방게튀김,70.00
D288007,원재료,어패류 및 수산물가공품,방어(훈제통조림),100.00
D081016,구이류,어패류구이,방어구이,87.00
D111017,조림류,어패류조림,방어조림,67.00
D061025,찌개류,어패류찌개,방어찌개(고추장),151.00
D121017,튀김류,어패류튀김,방어튀김,70.00
D292049,원재료,채소류,방울다다기양배추(데친것),100.00
D292048,원재료,채소류,방울다다기양배추(생것),100.00
D292005,원재료,채소류,방울토마토,140.00
D171012,절임류,절임류,방울토마토 즉석피클,100.00
D211047,과일 및 과일가공품,과일류,배,100.00
D140102,김치류,김치류,배 깍두기,431.00
D102049,볶음류,육류 및 난류볶음,배 윙볶음,131.10
D200016,음료류,과채류,배 음료(캔),100.00
D134005,무침류,육류무침,배냉채,126.00
D200025,음료류,과채류,배숙,385.00
D083025,구이류,기타 구이류,배숙구이,1210.00
D292050,원재료,채소류,배암차즈기(생것),100.00
D200015,음료류,과채류,배즙,100.00
D292006,원재료,채소류,배추,70.00
D140044,김치류,김치류,배추김치,35.00
D140007,김치류,김치류,배추김치,40.00
D132017,무침류,숙채,배추나물(고추장),93.00
D014114,밥류,비빔밥 및 볶음밥류,배추나물밥&양념장,107.00
D103031,볶음류,채소 및 해조류볶음,배추나물볶음,58.00
D051193,국(탕)류,맑은국류,배추당면국,28.52
D052020,국(탕)류,된장국류,배추된장국(고추장),81.00
D052021,국(탕)류,된장국류,"배추된장국(고추장, 시금치)",96.00
D052022,국(탕)류,된장국류,"배추된장국(고추장, 콩가루)",101.00
D052023,국(탕)류,된장국류,"배추된장국(고추장, 호박)",101.00
D052024,국(탕)류,된장국류,배추된장국(들깨),119.00
D052025,국(탕)류,된장국류,배추된장국(무),117.00
D052026,국(탕)류,된장국류,배추된장국(소고기),109.00
D052027,국(탕)류,된장국류,배추된장국(양배추),127.00
D052028,국(탕)류,된장국류,배추된장국(조개살),125.00
D051194,국(탕)류,맑은국류,배추들깨국,33.50
D083022,구이류,기타 구이류,배추롤오븐구이,130.60
D051195,국(탕)류,맑은국류,배추맑은국,37.40
D053072,국(탕)류,곰국 및 탕류,배추백짬뽕탕,383.70
D093028,전류,채소류전,배추전,169.30
D093040,전류,채소류전,배추전,71.40
D052137,국(탕)류,된장국류,배추콩나물된장국,60.00
D062019,찌개류,육류찌개,배추콩비지찌개,99.70
D171013,절임류,절임류,배피클,112.10
D140031,김치류,김치류,백김치,235.00
D140060,김치류,김치류,백김치,71.30
D140062,김치류,김치류,백김치,53.60
D140059,김치류,김치류,백김치,53.50
D051253,국(탕)류,맑은국류,백김치맑은국,25.50
D065031,찌개류,기타찌개류,백김치콩비지찌개,230.20
D230006,떡류,떡류,백설기,130.00
D230062,떡류,떡류,백설기(검정콩),100.00
D055003,국(탕)류,기타,백짬뽕국,127.60
D065028,찌개류,기타찌개류,백태순두부찌개,526.00
D230073,떡류,떡류,백편,1292.00
D301016,주류,주류,백포도주,100.00
D288019,원재료,어패류 및 수산물가공품,백합(통조림),100.00
D211096,과일 및 과일가공품,과일류,백향과,100.00
D200023,음료류,과채류,백향과주스(천연과즙),100.00
D081017,구이류,어패류구이,밴댕이구이,87.00
D160006,젓갈류,젓갈류,밴댕이젓,15.00
D061026,찌개류,어패류찌개,뱅어찌개(고추장),151.00
D081018,구이류,어패류구이,뱅어포구이(고추장),37.00
D101013,볶음류,어패류볶음,뱅어포볶음(고추장),33.00
D111018,조림류,어패류조림,뱅어포조림,62.00
D121018,튀김류,어패류튀김,뱅어포튀김,21.00
D171014,절임류,절임류,버섯고추기름절임,109.00
D065045,찌개류,기타찌개류,버섯고추장찌개,93.00
D013047,밥류,채소밥류,버섯곤드레밥,241.00
D053013,국(탕)류,곰국 및 탕류,버섯국(느타리버섯),68.00
D053014,국(탕)류,곰국 및 탕류,버섯국(모듬),88.00
D053015,국(탕)류,곰국 및 탕류,버섯국(팽이버섯),67.00
D051196,국(탕)류,맑은국류,버섯달걀국,37.00
D052029,국(탕)류,된장국류,버섯된장국(양송이버섯),137.00
D052030,국(탕)류,된장국류,버섯된장국(팽이버섯),131.00
D053128,국(탕)류,곰국 및 탕류,버섯들깨매운탕,111.10
D053101,국(탕)류,곰국 및 탕류,버섯들깨탕,107.10
D082037,구이류,육류구이,버섯떡갈비,67.50
D032018,면 및 만두류,만두류,버섯만두,82.45
D065037,찌개류,기타찌개류,버섯맑은찌개,135.30
D055009,국(탕)류,기타,버섯매운국,120.50
D053102,국(탕)류,곰국 및 탕류,버섯매운탕,160.00
D132087,무침류,숙채,버섯무침(팽이버섯),67.00
D132018,무침류,숙채,버섯무침(팽이버섯),58.00
D132080,무침류,숙채,버섯무침(팽이버섯),40.10
D013014,밥류,채소밥류,버섯밥,250.50
D103032,볶음류,채소 및 해조류볶음,버섯볶음(느타리버섯),98.00
D103033,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 부추)",119.00
D103034,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 피망)",108.00
D103035,볶음류,채소 및 해조류볶음,"버섯볶음(양송이버섯, 소고기)",129.00
D103036,볶음류,채소 및 해조류볶음,"버섯볶음(표고버섯, 소고기)",129.00
D074013,찜류,기타 찜류,버섯새우찜,111.20
D065029,찌개류,기타찌개류,버섯순두부찌개,304.50
D014118,밥류,비빔밥 및 볶음밥류,버섯영양밥/양념장,81.90
D031114,면 및 만두류,면류,버섯우동면굴소스볶음,156.50
D053103,국(탕)류,곰국 및 탕류,버섯육개장,220.50
D052088,국(탕)류,된장국류,버섯장국,40.50
D095025,전류,기타 전류,버섯전,29.00
D093012,전류,채소류전,버섯전(모둠),87.00
D064006,찌개류,전골류,버섯전골,164.00
D113010,조림류,채소류조림,버섯조림(양송이버섯),90.00
D040059,죽류,죽류,버섯죽,156.20
D040004,죽류,죽류,버섯죽,104.00
D065012,찌개류,기타찌개류,버섯찌개(소고기),186.00
D015054,밥류,덮밥 및 국밥류,버섯카레라이스,225.50
D031115,면 및 만두류,면류,버섯칼국수,165.30
D211017,과일 및 과일가공품,과일류,버찌,100.00
D212051,과일 및 과일가공품,가공품류,버찌(통조림),100.00
D289002,원재료,유지류,버터,6.00
D022044,과자 및 빵류,과자류,버터쿠키(과자),100.00
D160018,젓갈류,젓갈류,벌떡게장,1520.00
D021030,과자 및 빵류,빵류,베이글,100.00
D015063,밥류,덮밥 및 국밥류,베이컨로제리조또,140.90
D031116,면 및 만두류,면류,베이컨로제파스타,125.90
D072037,찜류,육류찜,베이컨밀푀유,1202.00
D102010,볶음류,육류 및 난류볶음,베이컨볶음,108.00
D031117,면 및 만두류,면류,베이컨크림스파게티,172.32
D031118,면 및 만두류,면류,베이컨크림파스타,198.02
D122009,튀김류,육류튀김,베이컨튀김,82.00
D012083,밥류,잡곡밥류,병아리콩밥,90.00
D081019,구이류,어패류구이,병어구이,87.00
D091007,전류,어패류전,병어전,109.00
D111019,조림류,어패류조림,병어조림,141.00
D061027,찌개류,어패류찌개,병어찌개(고추장),166.00
D121019,튀김류,어패류튀김,병어튀김,88.00
D301008,주류,주류,보드카,100.00
D281015,원재료,감자 및 전분류,보라밸리 감자(삶은것),100.00
D281014,원재료,감자 및 전분류,보라밸리 감자(생것),100.00
D012034,밥류,잡곡밥류,보리고구마밥,158.00
D012056,밥류,잡곡밥류,보리고구마밥,109.80
D012052,밥류,잡곡밥류,보리고구마밥,182.00
D012006,밥류,잡곡밥류,보리밥,200.00
D012007,밥류,잡곡밥류,보리밥(강낭콩),210.00
D012008,밥류,잡곡밥류,보리밥(조),200.00
D012009,밥류,잡곡밥류,보리밥(팥),200.00
D230078,떡류,떡류,보리밥장떡 ,174.00
D021071,과자 및 빵류,빵류,보리브리또,226.50
D230079,떡류,떡류,보리빈대떡,219.00
D051254,국(탕)류,맑은국류,보리새우무국,71.10
D052111,국(탕)류,된장국류,보리순된장국,60.20
D021072,과자 및 빵류,빵류,보리술빵,107.00
D014083,밥류,비빔밥 및 볶음밥류,보리열무비빔밥,175.00
D113023,조림류,채소류조림,보리열무지짐,185.00
D012047,밥류,잡곡밥류,보리옥수수밥,100.00
D012048,밥류,잡곡밥류,보리옥수수밥,146.50
D203004,음료류,차류,보리차,100.00
D021073,과자 및 빵류,빵류,보리카스텔라,85.10
D022094,과자 및 빵류,과자류,보리하트쿠키,33.10
D012084,밥류,잡곡밥류,보리현미밥,110.00
D053016,국(탕)류,곰국 및 탕류,보신탕(소고기),137.00
D140009,김치류,김치류,보쌈김치,74.00
D203032,음료류,차류,보이차,100.00
D051052,국(탕)류,맑은국류,복맑은탕(미나리),122.00
D051053,국(탕)류,맑은국류,복맑은탕(쑥갓),122.00
D061028,찌개류,어패류찌개,복매운탕(고추장),185.00
D211074,과일 및 과일가공품,과일류,복분자,100.00
D301009,주류,주류,복분자주,100.00
D211048,과일 및 과일가공품,과일류,복숭아(백도),80.00
D211018,과일 및 과일가공품,과일류,복숭아(백도),100.00
D211075,과일 및 과일가공품,과일류,복숭아(천도),100.00
D212052,과일 및 과일가공품,가공품류,복숭아(통조림),100.00
D211050,과일 및 과일가공품,과일류,복숭아(황도),150.00
D211076,과일 및 과일가공품,과일류,복숭아(황도),100.00
D190059,우유 및 유제품류,우유 및 유제품류,복숭아라씨,215.10
D212054,과일 및 과일가공품,가공품류,복숭아잼,100.00
D081020,구이류,어패류구이,복어구이,87.00
D071014,찜류,어패류찜,복찜,146.00
D031119,면 및 만두류,면류,볶음우동,155.61
D081021,구이류,어패류구이,볼락구이,87.00
D081022,구이류,어패류구이,볼락구이(불볼락),87.00
D061029,찌개류,어패류찌개,볼락찌개(고추장),151.00
D121020,튀김류,어패류튀김,볼락튀김,70.00
D121021,튀김류,어패류튀김,볼락튀김(불볼락),70.00
D121022,튀김류,어패류튀김,볼락튀김(장문볼락),70.00
D015079,밥류,덮밥 및 국밥류,봄나물밥,200.00
D014065,밥류,비빔밥 및 볶음밥류,봄나물비빔밥,169.00
D292052,원재료,채소류,봄동(데친것),100.00
D292051,원재료,채소류,봄동(생것),100.00
D052098,국(탕)류,된장국류,봄동된장국,76.50
D135043,무침류,생채(샐러드),봄동두부무침,150.50
D072027,찜류,육류찜,봄동오리쌈,240.20
D016032,밥류,김(초)밥,봄주먹밥,319.00
D062015,찌개류,육류찌개,부대찌개,48.20
D062003,찌개류,육류찌개,부대찌개(고추장),198.00
D292056,원재료,채소류,부추(데친것),100.00
D292055,원재료,채소류,부추(생것),100.00
D153002,회류,채소류회,부추강회,114.00
D140069,김치류,김치류,부추김치,50.00
D140010,김치류,김치류,부추김치,61.00
D051197,국(탕)류,맑은국류,부추달걀국,120.25
D052099,국(탕)류,된장국류,부추된장국,35.50
D063034,찌개류,된장찌개류,부추된장찌개,42.00
D051198,국(탕)류,맑은국류,부추맑은국,19.70
D132102,무침류,숙채,부추무침,200.00
D103037,볶음류,채소 및 해조류볶음,부추볶음,70.00
D103038,볶음류,채소 및 해조류볶음,부추볶음(계란),90.00
D103039,볶음류,채소 및 해조류볶음,부추볶음(돼지고기),80.00
D051291,국(탕)류,맑은국류,부추새우맑은국,58.10
D132114,무침류,숙채,부추수수가루무침,100.00
D105003,볶음류,기타 볶음류,부추잡채,101.00
D093013,전류,채소류전,부추전,132.00
D051199,국(탕)류,맑은국류,부추제첩국,102.00
D051145,국(탕)류,맑은국류,북어 무국,362.10
D121023,튀김류,어패류튀김,북어강정,53.00
D081048,구이류,어패류구이,북어구이,75.00
D081023,구이류,어패류구이,북어구이(고추장),44.00
D288004,원재료,어패류 및 수산물가공품,오징어(마른것),18.00
D081062,구이류,어패류구이,오징어구이,576.00
D081059,구이류,어패류구이,오징어구이,298.00
D081029,구이류,어패류구이,오징어구이(버터),30.00
D051131,국(탕)류,맑은국류,오징어국,395.00
D061073,찌개류,어패류찌개,오징어김치찌개,784.00
D015008,밥류,덮밥 및 국밥류,오징어덮밥(고추장),380.00
D051302,국(탕)류,맑은국류,오징어두부무국,104.00
D133015,무침류,어패류무침,오징어무침(초고추장),129.00
D133016,무침류,어패류무침,"오징어무침(초고추장, 어묵)",139.00
D103048,볶음류,채소 및 해조류볶음,우거지볶음,112.00
D052148,국(탕)류,된장국류,우거지숙주토장국,60.00
D053025,국(탕)류,곰국 및 탕류,우거지해장국(소고기),133.00
D031012,면 및 만두류,면류,우동,171.00
D061044,찌개류,어패류찌개,"우럭매운탕(고추장, 된장)",198.00
D071023,찜류,어패류찜,우럭찜,146.00
D121034,튀김류,어패류튀김,우럭튀김,103.00
D063009,찌개류,된장찌개류,우렁된장찌개,131.00
D203038,음료류,차류,우롱차(추출),100.00
D203039,음료류,차류,우롱차(캔),100.00
